		mean	sd	MC_error	val2.5pc	median	val97.5pc	start	sample
	theta[770,1]	0.1667	0.1632	0.006121	-0.1427	0.1652	0.4834	10000	5001
	theta[771,1]	0.3978	0.1827	0.006466	0.03769	0.403	0.7489	10000	5001
	theta[772,1]	0.7596	0.2012	0.007868	0.3739	0.7576	1.158	10000	5001
	theta[773,1]	-0.8901	0.1691	0.006096	-1.234	-0.8879	-0.5683	10000	5001
	theta[774,1]	-2.15	0.3135	0.009075	-2.79	-2.14	-1.563	10000	5001
	theta[775,1]	-0.1438	0.1754	0.006683	-0.4933	-0.1426	0.213	10000	5001
	theta[776,1]	-1.055	0.1827	0.006956	-1.424	-1.046	-0.7177	10000	5001
	theta[777,1]	-0.9985	0.193	0.006516	-1.405	-0.9912	-0.6273	10000	5001
	theta[778,1]	-0.6854	0.1599	0.005494	-0.9894	-0.6857	-0.3718	10000	5001
	theta[779,1]	-0.5764	0.1742	0.005968	-0.9145	-0.5757	-0.2473	10000	5001
	theta[780,1]	-0.06899	0.1776	0.006362	-0.4381	-0.05936	0.2804	10000	5001
	theta[781,1]	0.7614	0.18	0.006975	0.4153	0.7644	1.136	10000	5001
	theta[782,1]	0.9127	0.1677	0.00675	0.5872	0.9191	1.245	10000	5001
	theta[783,1]	-0.6903	0.1734	0.007227	-1.011	-0.6926	-0.3582	10000	5001
	theta[784,1]	-0.3517	0.1932	0.007084	-0.7045	-0.3565	0.08809	10000	5001
	theta[785,1]	0.3359	0.1833	0.006331	-0.02528	0.333	0.7184	10000	5001
	theta[786,1]	1.357	0.1815	0.007164	0.995	1.357	1.725	10000	5001
	theta[787,1]	0.00401	0.2117	0.007112	-0.3809	0.002019	0.4245	10000	5001
	theta[788,1]	-1.835	0.2473	0.009253	-2.358	-1.834	-1.394	10000	5001
	theta[789,1]	0.3206	0.166	0.005705	0.01331	0.3157	0.6494	10000	5001
	theta[790,1]	-0.2473	0.175	0.005882	-0.5862	-0.2493	0.09412	10000	5001
	theta[791,1]	1.574	0.2091	0.009369	1.176	1.576	1.975	10000	5001
	theta[792,1]	0.08546	0.1785	0.007136	-0.2657	0.08923	0.4422	10000	5001
	theta[793,1]	-0.3041	0.1741	0.006245	-0.6428	-0.3055	0.02761	10000	5001
	theta[794,1]	-0.1181	0.2785	0.009105	-0.6073	-0.1509	0.4686	10000	5001
	theta[795,1]	-0.1745	0.1847	0.007332	-0.5959	-0.1713	0.1671	10000	5001
	theta[796,1]	0.3392	0.1929	0.006396	-0.0402	0.3367	0.7342	10000	5001
	theta[797,1]	-0.1517	0.1781	0.006878	-0.486	-0.1575	0.1947	10000	5001
	theta[798,1]	0.8164	0.1794	0.006874	0.4863	0.8126	1.17	10000	5001
	theta[799,1]	0.1775	0.2864	0.01058	-0.4628	0.2064	0.7164	10000	5001
	theta[800,1]	-0.2174	0.1725	0.006288	-0.5732	-0.2128	0.1019	10000	5001
	theta[801,1]	-0.9594	0.1866	0.006183	-1.339	-0.9566	-0.6044	10000	5001
	theta[802,1]	0.443	0.2488	0.008912	-0.02501	0.429	0.992	10000	5001
	theta[803,1]	-0.002818	0.1818	0.006581	-0.3535	-0.003054	0.3694	10000	5001
	theta[804,1]	0.2914	0.1706	0.006196	-0.02926	0.288	0.6283	10000	5001
	theta[805,1]	0.9351	0.1962	0.007259	0.5608	0.9294	1.308	10000	5001
	theta[806,1]	1.868	0.2204	0.00914	1.432	1.864	2.314	10000	5001
	theta[807,1]	-1.129	0.1896	0.005897	-1.54	-1.118	-0.7835	10000	5001
	theta[808,1]	1.165	0.2325	0.008095	0.7142	1.176	1.62	10000	5001
	theta[809,1]	-1.143	0.1857	0.006413	-1.517	-1.143	-0.7851	10000	5001
	theta[810,1]	0.07207	0.1833	0.006926	-0.2774	0.06997	0.4375	10000	5001
	theta[811,1]	0.0547	0.1753	0.00594	-0.3061	0.05744	0.4083	10000	5001
	theta[812,1]	-0.03252	0.1683	0.005266	-0.3601	-0.02864	0.2867	10000	5001
	theta[813,1]	1.303	0.1988	0.007052	0.9068	1.301	1.651	10000	5001
	theta[814,1]	-0.4114	0.1636	0.006131	-0.7231	-0.4132	-0.08984	10000	5001
	theta[815,1]	0.5314	0.1908	0.006828	0.1706	0.5239	0.9168	10000	5001
	theta[816,1]	0.2585	0.17	0.005636	-0.09532	0.2613	0.5814	10000	5001
	theta[817,1]	-0.6801	0.1781	0.006663	-1.027	-0.6839	-0.337	10000	5001
	theta[818,1]	1.172	0.1845	0.006701	0.8022	1.175	1.521	10000	5001
	theta[819,1]	-1.895	0.3052	0.0103	-2.472	-1.91	-1.25	10000	5001
	theta[820,1]	-0.5235	0.1765	0.006467	-0.8573	-0.52	-0.1593	10000	5001
	theta[821,1]	-1.472	0.2251	0.008223	-1.924	-1.471	-1.038	10000	5001
	theta[822,1]	-0.06656	0.1592	0.005917	-0.378	-0.06739	0.2577	10000	5001
	theta[823,1]	0.1147	0.1594	0.006322	-0.1963	0.1125	0.4224	10000	5001
	theta[824,1]	-1.177	0.1903	0.007438	-1.564	-1.168	-0.8048	10000	5001
	theta[825,1]	0.6929	0.1672	0.006804	0.3608	0.691	1.03	10000	5001
	theta[826,1]	-0.6361	0.1716	0.005904	-0.9719	-0.6413	-0.2834	10000	5001
	theta[827,1]	0.8685	0.1923	0.007646	0.5057	0.8641	1.26	10000	5001
	theta[828,1]	0.6443	0.1753	0.006623	0.3141	0.6459	0.9838	10000	5001
	theta[829,1]	0.4325	0.1822	0.0065	0.09361	0.4289	0.7969	10000	5001
	theta[830,1]	-1.047	0.2262	0.007505	-1.55	-1.028	-0.6681	10000	5001
	theta[831,1]	0.05937	0.1824	0.00581	-0.2906	0.06134	0.4131	10000	5001
	theta[832,1]	-0.1763	0.1774	0.006595	-0.5165	-0.1793	0.1993	10000	5001
	theta[833,1]	-1.419	0.2102	0.007458	-1.865	-1.408	-1.037	10000	5001
	theta[834,1]	0.2238	0.1618	0.006338	-0.08133	0.2183	0.5466	10000	5001
	theta[835,1]	1.8	0.2024	0.00877	1.405	1.805	2.18	10000	5001
	theta[836,1]	-0.7256	0.1853	0.007226	-1.08	-0.7237	-0.3649	10000	5001
	theta[837,1]	-0.2687	0.1838	0.005328	-0.6207	-0.2727	0.108	10000	5001
	theta[838,1]	0.6198	0.1844	0.006915	0.2592	0.6155	0.9775	10000	5001
	theta[839,1]	-0.1057	0.1842	0.006015	-0.4667	-0.1072	0.2541	10000	5001
	theta[840,1]	1.847	0.2129	0.009943	1.436	1.843	2.264	10000	5001
	theta[841,1]	0.6316	0.2055	0.007428	0.2358	0.6283	1.047	10000	5001
	theta[842,1]	1.925	0.2137	0.007538	1.513	1.921	2.362	10000	5001
	theta[843,1]	0.3876	0.1831	0.0074	0.03062	0.3913	0.7443	10000	5001
	theta[844,1]	-0.85	0.198	0.007736	-1.228	-0.8474	-0.4597	10000	5001
	theta[845,1]	0.2284	0.1645	0.006278	-0.104	0.2303	0.5421	10000	5001
	theta[846,1]	-0.8672	0.1767	0.005874	-1.208	-0.8721	-0.5239	10000	5001
	theta[847,1]	-1.212	0.1977	0.007558	-1.597	-1.215	-0.83	10000	5001
	theta[848,1]	-0.01457	0.1562	0.005969	-0.3386	-0.01319	0.2834	10000	5001
	theta[849,1]	0.7997	0.2096	0.008086	0.391	0.7902	1.249	10000	5001
	theta[850,1]	0.2818	0.1618	0.005733	-0.02192	0.2741	0.6063	10000	5001
	theta[851,1]	0.7474	0.2575	0.009287	0.2627	0.7386	1.273	10000	5001
	theta[852,1]	0.8999	0.2019	0.007577	0.5157	0.902	1.316	10000	5001
	theta[853,1]	-0.2392	0.1957	0.006021	-0.5929	-0.2514	0.1564	10000	5001
	theta[854,1]	-2.12	0.3057	0.009677	-2.74	-2.11	-1.538	10000	5001
	theta[855,1]	1.1	0.2314	0.007881	0.6395	1.098	1.541	10000	5001
	theta[856,1]	2.211	0.2346	0.009288	1.756	2.198	2.695	10000	5001
	theta[857,1]	0.07463	0.2164	0.007538	-0.35	0.07522	0.4913	10000	5001
	theta[858,1]	-1.004	0.1789	0.006093	-1.365	-0.9936	-0.6671	10000	5001
	theta[859,1]	-0.3318	0.1649	0.005881	-0.6776	-0.3335	-0.01664	10000	5001
	theta[860,1]	-0.774	0.1765	0.006748	-1.12	-0.7668	-0.4353	10000	5001
	theta[861,1]	-0.1537	0.1691	0.00599	-0.4967	-0.1513	0.1664	10000	5001
	theta[862,1]	0.3668	0.1657	0.006178	0.03508	0.3662	0.6818	10000	5001
	theta[863,1]	0.8839	0.1875	0.007714	0.5174	0.8815	1.249	10000	5001
	theta[864,1]	0.2123	0.1648	0.00524	-0.1161	0.2144	0.5339	10000	5001
	theta[865,1]	-0.7316	0.1763	0.006215	-1.083	-0.7337	-0.3973	10000	5001
	theta[866,1]	0.6251	0.2261	0.007468	0.202	0.607	1.104	10000	5001
	theta[867,1]	1.281	0.2225	0.009015	0.8237	1.286	1.684	10000	5001
	theta[868,1]	2.166	0.2217	0.009514	1.766	2.157	2.606	10000	5001
	theta[869,1]	-0.6442	0.1758	0.00565	-0.9784	-0.6411	-0.2916	10000	5001
	theta[870,1]	0.3208	0.1659	0.006118	-8.739E-4	0.322	0.6333	10000	5001
	theta[871,1]	1.239	0.2075	0.008233	0.8109	1.248	1.635	10000	5001
	theta[872,1]	-0.2641	0.1566	0.005401	-0.5771	-0.2581	0.03595	10000	5001
	theta[873,1]	0.4388	0.1891	0.007371	0.06657	0.4396	0.8195	10000	5001
	theta[874,1]	0.1166	0.2281	0.008149	-0.3495	0.1316	0.5409	10000	5001
	theta[875,1]	-0.3393	0.1733	0.006002	-0.6692	-0.339	0.00461	10000	5001
	theta[876,1]	0.1035	0.1654	0.006803	-0.2211	0.1052	0.4246	10000	5001
	theta[877,1]	1.131	0.2071	0.007979	0.7127	1.137	1.525	10000	5001
	theta[878,1]	0.2489	0.2113	0.007449	-0.2009	0.2603	0.6396	10000	5001
	theta[879,1]	-0.4531	0.1737	0.007298	-0.7957	-0.4585	-0.112	10000	5001
	theta[880,1]	-2.004	0.3577	0.01243	-2.763	-1.974	-1.401	10000	5001
	theta[881,1]	-0.7806	0.1856	0.006478	-1.159	-0.7795	-0.4355	10000	5001
	theta[882,1]	0.1037	0.2039	0.007525	-0.3069	0.1103	0.4911	10000	5001
	theta[883,1]	-1.633	0.303	0.01074	-2.368	-1.603	-1.125	10000	5001
	theta[884,1]	1.738	0.2008	0.008082	1.348	1.735	2.129	10000	5001
	theta[885,1]	-1.081	0.2171	0.007593	-1.55	-1.071	-0.6788	10000	5001
	theta[886,1]	-1.062	0.1892	0.007677	-1.418	-1.061	-0.6857	10000	5001
	theta[887,1]	1.253	0.2018	0.007295	0.8583	1.26	1.64	10000	5001
	theta[888,1]	-1.634	0.2884	0.008115	-2.223	-1.626	-1.092	10000	5001
	theta[889,1]	0.9176	0.2452	0.00786	0.4385	0.9127	1.392	10000	5001
	theta[890,1]	-0.3456	0.1906	0.00668	-0.7041	-0.3453	0.03504	10000	5001
	theta[891,1]	0.5	0.1684	0.006762	0.1633	0.4993	0.8337	10000	5001
	theta[892,1]	0.6799	0.2085	0.007116	0.2499	0.6895	1.06	10000	5001
	theta[893,1]	-0.9721	0.2248	0.008447	-1.455	-0.9633	-0.5291	10000	5001
	theta[894,1]	-0.6701	0.1835	0.00703	-1.03	-0.6708	-0.3102	10000	5001
	theta[895,1]	-2.415	0.3605	0.01214	-3.136	-2.415	-1.698	10000	5001
	theta[896,1]	-0.7088	0.1907	0.00639	-1.088	-0.7059	-0.3238	10000	5001
	theta[897,1]	0.2613	0.1824	0.00723	-0.0879	0.2641	0.5986	10000	5001
	theta[898,1]	0.4463	0.1626	0.005951	0.1316	0.4472	0.7732	10000	5001
	theta[899,1]	1.937	0.2107	0.009647	1.531	1.94	2.342	10000	5001
	theta[900,1]	0.1693	0.17	0.006689	-0.1665	0.1729	0.4881	10000	5001
	theta[901,1]	0.5958	0.1897	0.006221	0.231	0.5945	0.9722	10000	5001
	theta[902,1]	0.2972	0.2066	0.006808	-0.1046	0.2992	0.6884	10000	5001
	theta[903,1]	-0.6031	0.2545	0.008212	-1.066	-0.6124	-0.09761	10000	5001
	theta[904,1]	0.4709	0.1697	0.005731	0.1532	0.4703	0.8134	10000	5001
	theta[905,1]	0.5776	0.1806	0.00625	0.2342	0.573	0.9315	10000	5001
	theta[906,1]	0.1376	0.1941	0.007508	-0.2483	0.145	0.5073	10000	5001
	theta[907,1]	-0.6574	0.1804	0.006691	-1.017	-0.659	-0.3037	10000	5001
	theta[908,1]	-0.2917	0.1809	0.006637	-0.6568	-0.2863	0.05234	10000	5001
	theta[909,1]	0.902	0.2041	0.007602	0.5095	0.9001	1.296	10000	5001
	theta[910,1]	0.4811	0.1743	0.006743	0.1303	0.4758	0.8253	10000	5001
	theta[911,1]	-0.3876	0.1752	0.007372	-0.7412	-0.3922	-0.02733	10000	5001
	theta[912,1]	-0.6135	0.1731	0.006729	-0.9449	-0.6088	-0.268	10000	5001
	theta[913,1]	0.6247	0.1779	0.005772	0.2906	0.621	0.984	10000	5001
	theta[914,1]	1.004	0.2027	0.008084	0.6111	1.006	1.385	10000	5001
	theta[915,1]	0.1959	0.1757	0.006925	-0.1493	0.194	0.5575	10000	5001
	theta[916,1]	-0.04932	0.1679	0.006476	-0.3828	-0.05127	0.2773	10000	5001
	theta[917,1]	-0.7546	0.196	0.007871	-1.126	-0.7609	-0.3634	10000	5001
	theta[918,1]	-0.09802	0.163	0.006088	-0.4129	-0.09559	0.2334	10000	5001
	theta[919,1]	-1.187	0.198	0.007187	-1.593	-1.19	-0.8289	10000	5001
	theta[920,1]	-0.4563	0.1728	0.006504	-0.781	-0.4594	-0.1011	10000	5001
	theta[921,1]	1.02	0.1912	0.008205	0.6313	1.02	1.383	10000	5001
	theta[922,1]	1.281	0.2246	0.009074	0.831	1.298	1.691	10000	5001
	theta[923,1]	-0.858	0.1806	0.006514	-1.218	-0.8483	-0.5053	10000	5001
	theta[924,1]	0.1072	0.1711	0.007339	-0.2339	0.1065	0.4504	10000	5001
	theta[925,1]	0.1922	0.1874	0.006156	-0.1591	0.1911	0.5822	10000	5001
	theta[926,1]	-1.595	0.2305	0.00966	-2.057	-1.587	-1.162	10000	5001
	theta[927,1]	0.5963	0.2129	0.008417	0.18	0.5995	1.018	10000	5001
	theta[928,1]	-1.819	0.2337	0.009164	-2.314	-1.818	-1.371	10000	5001
	theta[929,1]	-1.088	0.1882	0.007209	-1.46	-1.084	-0.7297	10000	5001
	theta[930,1]	0.6239	0.1763	0.005543	0.2777	0.6211	0.9907	10000	5001
	theta[931,1]	-0.6164	0.1819	0.00611	-0.9552	-0.6204	-0.2405	10000	5001
	theta[932,1]	-0.07351	0.2204	0.007886	-0.4767	-0.07635	0.3538	10000	5001
	theta[933,1]	-1.38	0.2147	0.006693	-1.823	-1.372	-0.9686	10000	5001
	theta[934,1]	-1.457	0.203	0.007684	-1.862	-1.458	-1.064	10000	5001
	theta[935,1]	0.359	0.1804	0.006844	0.01745	0.3516	0.7292	10000	5001
	theta[936,1]	-0.1768	0.1723	0.005692	-0.526	-0.1707	0.1648	10000	5001
	theta[937,1]	-0.3846	0.179	0.006229	-0.7346	-0.3851	-0.04376	10000	5001
	theta[938,1]	-1.618	0.2534	0.007175	-2.136	-1.619	-1.124	10000	5001
	theta[939,1]	-0.9693	0.1826	0.006616	-1.331	-0.9589	-0.6149	10000	5001
	theta[940,1]	1.943	0.2072	0.008321	1.551	1.941	2.358	10000	5001
	theta[941,1]	-0.2208	0.1576	0.005961	-0.534	-0.215	0.08244	10000	5001
	theta[942,1]	0.8808	0.1828	0.006662	0.5399	0.8758	1.232	10000	5001
	theta[943,1]	1.049	0.1752	0.007908	0.7164	1.049	1.412	10000	5001
	theta[944,1]	0.55	0.1839	0.008314	0.1956	0.5475	0.9161	10000	5001
	theta[945,1]	0.3828	0.2313	0.007662	-0.02609	0.3626	0.8796	10000	5001
	theta[946,1]	-1.104	0.1944	0.007118	-1.498	-1.098	-0.7469	10000	5001
	theta[947,1]	-1.067	0.183	0.007214	-1.424	-1.064	-0.7117	10000	5001
	theta[948,1]	0.7303	0.2348	0.007914	0.2721	0.7339	1.176	10000	5001
	theta[949,1]	-1.294	0.22	0.008816	-1.734	-1.291	-0.8616	10000	5001
	theta[950,1]	0.7086	0.1834	0.007458	0.3524	0.711	1.085	10000	5001
	theta[951,1]	-0.4669	0.1822	0.006584	-0.8129	-0.4681	-0.1229	10000	5001
	theta[952,1]	-0.1732	0.1611	0.006178	-0.4989	-0.1692	0.1371	10000	5001
	theta[953,1]	-0.4165	0.1875	0.006102	-0.791	-0.4133	-0.02802	10000	5001
	theta[954,1]	-0.1629	0.1555	0.005947	-0.4653	-0.1609	0.1256	10000	5001
	theta[955,1]	1.026	0.208	0.008189	0.6276	1.022	1.453	10000	5001
	theta[956,1]	0.2422	0.1651	0.006745	-0.08573	0.249	0.5613	10000	5001
	theta[957,1]	0.06212	0.1736	0.006482	-0.272	0.06581	0.3973	10000	5001
	theta[958,1]	0.9965	0.185	0.005896	0.6488	0.9874	1.355	10000	5001
	theta[959,1]	1.54	0.2256	0.009099	1.103	1.542	1.965	10000	5001
	theta[960,1]	0.1351	0.1918	0.006856	-0.2448	0.1382	0.5087	10000	5001
	theta[961,1]	0.6413	0.1624	0.006275	0.3157	0.6384	0.959	10000	5001
	theta[962,1]	0.2485	0.1826	0.007236	-0.1295	0.2526	0.5875	10000	5001
	theta[963,1]	-1.11	0.1925	0.007514	-1.506	-1.101	-0.75	10000	5001
	theta[964,1]	-0.7517	0.1731	0.006713	-1.09	-0.7511	-0.3996	10000	5001
	theta[965,1]	1.344	0.2063	0.008172	0.9249	1.35	1.751	10000	5001
	theta[966,1]	0.8296	0.1936	0.007263	0.4447	0.828	1.197	10000	5001
	theta[967,1]	0.4443	0.1781	0.006469	0.09563	0.4392	0.8005	10000	5001
	theta[968,1]	0.04032	0.1923	0.007575	-0.3299	0.03687	0.4195	10000	5001
	theta[969,1]	0.6611	0.1803	0.007692	0.3141	0.6577	1.019	10000	5001
	theta[970,1]	0.05313	0.1728	0.006435	-0.2612	0.05184	0.3967	10000	5001
	theta[971,1]	-0.1467	0.1585	0.006041	-0.4532	-0.1457	0.1603	10000	5001
	theta[972,1]	0.2729	0.229	0.008622	-0.2597	0.2894	0.6704	10000	5001
	theta[973,1]	-1.251	0.2006	0.008327	-1.645	-1.243	-0.8587	10000	5001
	theta[974,1]	2.28	0.2311	0.008827	1.831	2.277	2.745	10000	5001
	theta[975,1]	0.8551	0.225	0.007598	0.4401	0.8539	1.307	10000	5001
	theta[976,1]	-0.008051	0.1662	0.006808	-0.3332	-0.008641	0.326	10000	5001
	theta[977,1]	0.9085	0.208	0.007721	0.4909	0.8982	1.323	10000	5001
	theta[978,1]	-0.3052	0.1666	0.006145	-0.627	-0.3122	0.02917	10000	5001
	theta[979,1]	1.731	0.2143	0.00841	1.316	1.724	2.17	10000	5001
	theta[980,1]	-0.2637	0.1794	0.006226	-0.6089	-0.2677	0.1136	10000	5001
	theta[981,1]	-1.847	0.2682	0.009965	-2.412	-1.836	-1.352	10000	5001
	theta[982,1]	1.2	0.1907	0.008079	0.8333	1.202	1.584	10000	5001
	theta[983,1]	1.121	0.2199	0.007763	0.6758	1.127	1.547	10000	5001
	theta[984,1]	-0.944	0.1884	0.005842	-1.328	-0.9396	-0.568	10000	5001
	theta[985,1]	-1.232	0.1912	0.007272	-1.612	-1.23	-0.8679	10000	5001
	theta[986,1]	-1.323	0.2112	0.008557	-1.766	-1.313	-0.9259	10000	5001
	theta[987,1]	-0.2016	0.1653	0.005747	-0.5367	-0.1933	0.1181	10000	5001
	theta[988,1]	-1.545	0.2137	0.007286	-1.971	-1.548	-1.136	10000	5001
	theta[989,1]	-0.9018	0.1877	0.006717	-1.276	-0.8916	-0.5529	10000	5001
	theta[990,1]	0.3922	0.1775	0.007069	0.06337	0.3751	0.7897	10000	5001
	theta[991,1]	0.826	0.1862	0.007337	0.4527	0.8274	1.203	10000	5001
	theta[992,1]	-0.5675	0.1697	0.005827	-0.8902	-0.5708	-0.233	10000	5001
	theta[993,1]	0.1134	0.1709	0.006791	-0.2255	0.1125	0.4628	10000	5001
	theta[994,1]	0.1148	0.1746	0.00754	-0.2205	0.1144	0.4719	10000	5001
	theta[995,1]	1.587	0.2036	0.007772	1.185	1.59	1.983	10000	5001
	theta[996,1]	-0.8157	0.1706	0.0066	-1.145	-0.8183	-0.4708	10000	5001
	theta[997,1]	-1.588	0.2243	0.008628	-2.055	-1.584	-1.155	10000	5001
	theta[998,1]	-1.944	0.2738	0.009442	-2.514	-1.934	-1.444	10000	5001
	theta[999,1]	0.9515	0.1947	0.007464	0.5728	0.9537	1.326	10000	5001
	theta[1000,1]	0.1565	0.1654	0.006823	-0.1696	0.1517	0.4685	10000	5001
